Exporter ISO3,Exporter,Importer ISO3,Importer,Year,Value (1000USD),Weight (1000kg),city_export,lat_export,lng_export,iso3_export,capital_export,city_import,lat_import,lng_import,iso3_import,capital_import
AGO,Angola,PRT,Portugal,2022,35.673077,10.430067,Luanda,-8.8383 ,13.2344 ,AGO,primary,Lisbon,38.7122 ,-9.1340 ,PRT,primary
AGO,Angola,ZAF,South Africa,2022,0.007581,0.00186,Luanda,-8.8383 ,13.2344 ,AGO,primary,Cape Town,-33.9253 ,18.4239 ,ZAF,primary
AGO,Angola,ZAF,South Africa,2022,0.007581,0.00186,Luanda,-8.8383 ,13.2344 ,AGO,primary,Pretoria,-25.7461 ,28.1881 ,ZAF,primary
AGO,Angola,ZAF,South Africa,2022,0.007581,0.00186,Luanda,-8.8383 ,13.2344 ,AGO,primary,Bloemfontein,-29.1167 ,26.2167 ,ZAF,primary
AGO,Angola,CHE,Switzerland,2022,11.693927,4.5,Luanda,-8.8383 ,13.2344 ,AGO,primary,Bern,46.9480 ,7.4474 ,CHE,primary
ATG,Antigua and Barbuda,LCA,Saint Lucia,2018,16.45929,1.20282,Saint John’s,17.1167 ,-61.8500 ,ATG,primary,Castries,14.0108 ,-60.9894 ,LCA,primary
ATG,Antigua and Barbuda,VCT,Saint Vincent and the Grenadines,2018,1.139888,0.0455,Saint John’s,17.1167 ,-61.8500 ,ATG,primary,Kingstown,13.1578 ,-61.2250 ,VCT,primary
ATG,Antigua and Barbuda,USA,United States,2018,,,Saint John’s,17.1167 ,-61.8500 ,ATG,primary,Washington,38.9047 ,-77.0163 ,USA,primary
ATG,Antigua and Barbuda,LCA,Saint Lucia,2019,19.52383,1.36645,Saint John’s,17.1167 ,-61.8500 ,ATG,primary,Castries,14.0108 ,-60.9894 ,LCA,primary
ATG,Antigua and Barbuda,LCA,Saint Lucia,2020,9.22589,0.50852,Saint John’s,17.1167 ,-61.8500 ,ATG,primary,Castries,14.0108 ,-60.9894 ,LCA,primary
ATG,Antigua and Barbuda,DMA,Dominica,2021,0.148148,0.03,Saint John’s,17.1167 ,-61.8500 ,ATG,primary,Roseau,15.3014 ,-61.3883 ,DMA,primary
ATG,Antigua and Barbuda,KNA,Saint Kitts and Nevis,2021,1.87256,0.016,Saint John’s,17.1167 ,-61.8500 ,ATG,primary,Basseterre,17.3000 ,-62.7333 ,KNA,primary
